district_code,attendance,absences,absent_10_plus,chronically_absent_10_plus,unexcused_9,college_pct,in_school_susp,out_school_susp,expulsion,alternate_setting,emergency_removal,stud_african_american_pct,stud_asian_pct,stud_hispanic_pct,stud_white_pct,stud_amerind_pct,stud_pacisl_pct,stud_multi_pct,teach_exemplary_pct,teach_proficient_pct,teach_ni_pct,teach_unsat_pct,grad_pct,m_e_pct_ela,score_ela,m_e_pct_math,score_math,ppe,retained_pct,salary,sat_verbal,sat_math,classes,class_size,enrollment,female_pct,male_pct,ell_pct,disability_pct,low_income_pct,teach_african_american_pct,teach_asian_pct,teach_hispanic_pct,teach_white_pct,teach_amerind_pct,teach_pacisl_pct,teach_multi_pct,teach_female_pct,teach_male_pct,teach_licensed_pct,stratio,students,students_disciplined,pct_one_day,pct_two_days,pct_4_days,pct_8_days,pct_10_days,type,median_income
9150000,94,10,40,14,37,74,5,6,0,0,0,1,1,3,91,0,0,4,10,90,0,0,99,,,,,22638,91,70796,529,531,462,16,550,69,31,0,20,14,0,0,0,100,0,0,0,63,37,95,10,552,      50,1,4,2,1,1,Agricultural,
2090000,94,10,35,17,22,53,8,9,0,0,0,3,0,6,83,0,0,8,6,84,8,2,76,37,493,26,489,15904,90,65154,513,493,635,16,1476,51,49,1,24,59,0,0,0,99,0,0,0,82,18,96,11,1544,     180,3,3,3,1,3,District,20283
2110000,95,9,30,10,5,85,0,1,0,0,0,3,8,11,74,0,0,3,13,86,1,0,96,60,506,60,506,12738,89,80461,578,568,2670,21,4864,49,51,2,14,14,0,1,1,99,0,0,0,82,18,98,16,4949,      55,0,0,1,0,0,District,45654
2120000,96,8,25,9,14,86,1,1,0,0,0,4,7,5,80,0,0,4,16,82,2,0,95,62,506,59,503,12037,88,74467,569,573,1856,18,4292,49,51,3,16,15,1,0,1,97,0,0,0,84,16,100,15,4428,      69,0,1,1,0,0,District,38792
2150000,95,9,32,11,32,53,3,2,0,0,0,1,0,5,90,0,0,4,7,83,9,0,79,31,491,26,490,13328,89,65979,533,533,172,16,564,48,52,0,23,34,0,1,0,99,0,0,0,83,17,99,13,599,      25,2,2,1,0,0,District,35236
7350000,95,9,32,10,21,75,0,1,0,0,0,2,2,4,89,0,0,3,28,70,2,0,94,59,505,53,502,15324,90,67484,574,548,1682,19,3106,49,51,1,22,18,0,0,1,98,0,0,0,83,17,100,13,3166,      42,1,0,0,0,0,District,37524
2170000,96,7,21,5,1,89,2,1,0,0,0,1,4,3,89,0,0,3,6,93,2,0,98,69,510,68,508,15224,89,76239,575,574,1237,19,2493,50,50,1,18,8,0,0,1,99,0,0,0,76,24,100,12,2528,      58,1,1,0,0,0,District,49077
2100000,95,9,33,12,18,80,4,2,0,0,0,3,4,17,70,0,0,7,22,73,4,0,93,53,502,48,498,14932,87,61711,608,594,1285,16,2720,50,51,4,21,26,2,0,5,92,0,0,0,80,20,99,11,2769,     137,2,2,1,0,0,District,27502
4060000,94,11,43,16,24,28,7,6,0,0,0,1,0,15,82,0,0,2,1,99,0,0,96,,,,,21703,88,62731,501,482,291,14,493,42,58,1,38,33,0,0,3,97,0,0,0,52,48,98,9,512,      54,2,4,3,1,1,Agricultural,
7300000,95,9,31,12,3,89,1,1,0,0,0,1,11,5,79,0,0,3,0,99,1,1,95,,,,,16821,91,91602,596,604,793,16,1474,52,48,2,13,6,0,1,2,97,0,1,0,74,26,100,13,1487,      28,1,1,0,0,0,District,
2130000,96,7,23,6,2,,,,,,,2,13,8,73,0,1,4,0,98,2,0,,65,507,62,506,16403,93,83424,,,605,18,1640,48,52,5,20,10,1,0,1,98,0,0,0,90,10,100,13,1674,       5,,,,,,District,
2140000,95,9,32,14,21,72,4,4,0,0,0,1,1,8,85,0,0,5,21,73,6,1,91,48,499,46,497,13567,84,69589,544,526,1007,19,2213,49,52,2,15,27,0,0,1,98,0,0,0,80,20,100,13,2259,     131,2,2,1,0,0,District,33051
8530000,95,8,31,8,28,49,9,6,0,0,0,3,1,33,60,0,0,2,1,95,3,1,98,,,,,20916,89,87442,489,479,894,19,1252,47,53,4,22,34,2,1,3,94,0,0,0,50,50,98,11,1260,     153,4,4,3,1,1,Vocational Technical,
8510000,93,12,42,21,38,45,0,9,0,0,0,1,0,2,95,0,0,3,29,67,2,2,98,,,,,20295,85,75288,529,500,411,14,484,37,63,0,17,31,0,0,0,100,0,0,0,56,44,95,12,498,      43,3,2,3,1,0,Vocational Technical,
2180000,95,8,29,10,19,82,1,2,0,0,0,2,2,4,88,0,0,4,9,90,1,0,93,54,502,48,499,14272,89,77078,558,560,1068,19,2491,49,51,1,18,17,0,0,1,99,0,0,0,83,17,99,14,2523,      66,1,1,0,0,0,District,34614
2190000,96,8,29,6,17,92,1,1,0,0,0,1,2,2,93,0,0,3,4,94,2,0,99,73,511,68,508,15582,94,83511,597,579,1041,18,2207,48,52,0,15,4,0,0,0,100,0,0,0,79,21,100,13,2222,      34,1,1,0,0,0,District,43996
2200000,95,9,33,13,28,79,2,2,0,0,0,11,8,13,65,0,1,3,10,88,2,0,94,49,500,52,501,16611,94,76017,558,564,1294,17,3452,49,51,10,21,24,1,0,1,97,0,0,0,82,18,100,13,3575,     136,1,1,1,0,0,District,40685
2210000,96,8,30,9,0,,,,,,,4,1,25,62,2,0,7,19,79,1,0,,60,506,47,497,19661,98,85981,,,203,15,431,51,49,19,23,24,2,0,1,94,0,0,3,92,8,100,9,451,       0,,,,,,District,
8550000,97,6,15,5,1,56,2,3,0,0,0,2,1,3,92,0,0,2,11,83,6,0,99,,,,,20398,91,78312,516,521,276,18,531,38,63,0,24,15,0,1,0,98,0,0,1,57,43,96,10,546,      21,2,2,0,0,0,Vocational Technical,
7400000,96,8,27,9,7,85,1,2,0,0,0,2,2,2,91,0,0,4,21,78,2,0,95,66,506,66,506,15316,91,82449,567,566,646,19,1260,50,50,0,12,12,0,0,1,99,0,0,0,67,33,100,14,1278,      37,1,1,1,0,0,District,
35150000,94,10,38,11,29,,,,,,,6,2,12,81,0,0,1,,,,,,54,503,38,495,,75,,,,32,20,158,46,54,6,11,28,0,0,10,90,0,0,0,84,16,100,15,163,       4,,,,,,Charter,
2230000,94,10,40,15,5,,,,,,,2,1,8,86,0,0,4,4,91,6,0,,25,490,23,485,13229,87,63508,,,276,20,583,46,54,1,28,54,0,0,1,99,0,0,0,89,11,100,14,627,       4,,,,,,District,
2240000,95,10,41,11,17,,,,,,,2,1,7,86,1,0,3,94,6,0,0,,71,511,72,510,22914,96,85011,,,154,17,228,48,52,8,20,24,0,0,1,99,0,0,0,89,11,100,9,234,       0,,,,,,District,
